Viewer_ID,Month_Year,Age_Group,Gender,Region,Channel_Watched,Anchor_Name,News_Category,Consumption_Frequency,News_Verdict,TRP_Score,Sensationalism_Score,Fake_Units_Consumed,Authentic_Units_Consumed,Sentiment_Score,Trust_Score,Knowledge_Accuracy_Pct
VWR1980,Mar-2022,18-25,Female,South,Zee News/WION,Palki Sharma,Health,Daily,Authentic,7.1,4.9,0,6,2.71,9.2,78.8
VWR1981,Sep-2024,60+,Female,East,Aaj Tak,Anjana Om Kashyap,Health,Occasional,Fake,8.4,7.7,8,0,-3.03,3.2,41.1
VWR1982,Apr-2025,18-25,Female,South,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,5.3,5.7,1,6,3.68,7.3,72.1
VWR1983,Jan-2023,41-60,Male,East,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.3,7.8,7,0,-1.55,2.7,43.2
VWR1984,Nov-2022,26-40,Male,North,Times Now,Navika Kumar,Politics,Daily,Fake,7.7,6.1,7,1,-1.38,4.5,41.2
VWR1985,Apr-2025,18-25,Male,South,Republic TV,Arnab Goswami,Crime,Occasional,Misleading,9.5,8.9,1,3,2.41,5.4,71.2
VWR1986,Aug-2023,60+,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.4,9.1,1,4,1.03,4.8,70.6
VWR1987,Jul-2024,41-60,Male,South,News18,Amish Devgan,Politics,Weekly,Authentic,6.9,5.7,0,3,3.6,6.4,76.8
VWR1988,Sep-2024,26-40,Male,Central,Times Now,Navika Kumar,Health,Occasional,Authentic,6.6,7.1,1,4,2.17,5.1,64.0
VWR1989,Oct-2024,18-25,Female,North,Times Now,Rahul Shivshankar,Health,Occasional,Authentic,7.8,7.0,1,4,1.8,5.7,84.9
VWR1990,Sep-2022,18-25,Male,South,News18,Amish Devgan,Crime,Weekly,Authentic,6.6,8.3,1,7,1.56,6.9,82.3
VWR1991,Jul-2022,26-40,Male,East,Zee News/WION,Palki Sharma,Politics,Occasional,Authentic,7.6,4.1,0,8,5.0,9.2,87.5
VWR1992,Sep-2022,26-40,Male,West,Republic TV,Arnab Goswami,Crime,Weekly,Authentic,9.5,9.0,1,9,3.97,7.1,90.9
VWR1993,Jun-2025,26-40,Female,South,News18,Amish Devgan,Politics,Daily,Misleading,6.7,6.3,3,3,0.84,6.3,60.5
VWR1994,Feb-2024,60+,Female,West,Republic TV,Arnab Goswami,Economy,Daily,Misleading,8.9,8.7,4,1,-0.73,3.6,62.4
VWR1995,Feb-2022,26-40,Female,West,Zee News/WION,Palki Sharma,Health,Daily,Authentic,6.5,4.1,1,3,3.97,7.5,57.6
VWR1996,May-2022,60+,Male,South,News18,Amish Devgan,Politics,Daily,Misleading,6.9,8.3,1,1,0.56,5.1,63.9
VWR1997,Feb-2022,41-60,Female,South,NDTV,Ravish Kumar,Politics,Weekly,Authentic,6.4,2.9,0,7,5.0,8.9,100.0
VWR1998,Oct-2022,26-40,Female,South,Republic TV,Arnab Goswami,Crime,Weekly,Authentic,9.3,9.6,0,3,2.7,5.5,76.0
VWR1999,Jul-2024,41-60,Female,West,Republic TV,Arnab Goswami,Crime,Daily,Fake,8.8,9.2,7,0,-3.41,2.6,38.5
VWR2000,Sep-2024,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Occasional,Authentic,9.6,7.8,1,6,2.43,5.7,81.8
VWR2001,Aug-2025,41-60,Male,South,Aaj Tak,Anjana Om Kashyap,Health,Daily,Misleading,8.7,8.7,2,2,-1.19,4.3,58.8
VWR2002,Nov-2025,26-40,Male,East,Aaj Tak,Anjana Om Kashyap,Health,Occasional,Authentic,9.1,9.3,1,4,2.96,4.7,79.3
VWR2003,Jun-2022,18-25,Male,East,NDTV,Ravish Kumar,Crime,Occasional,Authentic,5.5,2.5,0,9,5.0,9.7,95.0
VWR2004,Feb-2023,41-60,Female,South,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Fake,8.9,9.4,4,0,-1.14,4.2,50.1
VWR2005,Feb-2023,26-40,Female,East,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Fake,8.9,8.1,3,1,-0.71,5.8,60.9
VWR2006,Mar-2023,60+,Female,North,Zee News/WION,Palki Sharma,Health,Daily,Fake,5.6,4.6,9,0,-2.83,3.8,32.5
VWR2007,Sep-2024,60+,Male,South,Times Now,Rahul Shivshankar,Economy,Weekly,Fake,8.5,7.6,5,0,-2.24,4.0,45.8
VWR2008,Jul-2024,18-25,Male,East,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,7.1,4.5,0,3,3.08,8.6,82.7
VWR2009,May-2023,26-40,Male,Central,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.0,9.5,6,0,-2.61,2.9,49.1
VWR2010,Jul-2025,26-40,Female,North,Times Now,Navika Kumar,Economy,Weekly,Authentic,6.6,6.5,0,9,5.0,8.0,100.0
VWR2011,Mar-2023,41-60,Male,West,Republic TV,Arnab Goswami,Health,Daily,Fake,9.4,9.6,9,1,-3.4,2.6,40.9
VWR2012,Aug-2023,41-60,Female,East,Republic TV,Arnab Goswami,Economy,Occasional,Fake,9.2,7.6,3,1,-0.72,4.6,67.3
VWR2013,Dec-2025,26-40,Male,North,NDTV,Ravish Kumar,Politics,Occasional,Fake,6.0,2.0,6,1,-0.27,5.6,34.8
VWR2014,Sep-2023,26-40,Male,West,Republic TV,Arnab Goswami,Crime,Daily,Misleading,9.3,10.0,4,2,-1.09,3.1,78.1
VWR2015,May-2024,41-60,Female,North,Times Now,Navika Kumar,Politics,Weekly,Fake,7.5,7.6,6,1,-2.52,5.3,45.8
VWR2016,Sep-2022,18-25,Male,Central,Times Now,Rahul Shivshankar,Crime,Daily,Fake,8.2,6.5,3,1,0.44,5.7,54.6
VWR2017,May-2024,41-60,Male,West,Times Now,Rahul Shivshankar,Politics,Occasional,Misleading,7.8,7.0,2,2,1.06,6.8,65.3
VWR2018,Aug-2025,41-60,Male,South,NDTV,Ravish Kumar,Politics,Weekly,Misleading,5.3,3.7,1,1,0.7,7.4,52.7
VWR2019,Oct-2024,60+,Male,North,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.9,10.0,0,6,2.79,6.3,87.9
VWR2020,Nov-2025,26-40,Other,South,News18,Amish Devgan,Crime,Daily,Fake,7.8,5.9,3,1,0.72,4.3,50.2
VWR2021,Sep-2022,18-25,Female,South,NDTV,Ravish Kumar,Politics,Daily,Authentic,7.4,2.8,0,6,4.95,8.2,86.6
VWR2022,Dec-2025,26-40,Male,South,Times Now,Navika Kumar,Politics,Occasional,Misleading,6.6,6.5,3,2,0.79,5.3,61.2
VWR2023,Jun-2024,18-25,Female,South,NDTV,Ravish Kumar,Politics,Daily,Misleading,5.9,4.1,2,2,2.96,6.0,59.3
VWR2024,May-2023,60+,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,8.2,10.0,1,3,2.1,3.9,57.1
VWR2025,Apr-2022,18-25,Female,North,Times Now,Rahul Shivshankar,Economy,Occasional,Fake,7.8,7.0,7,1,-2.39,3.5,42.7
VWR2026,Apr-2025,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Fake,8.4,7.7,6,0,-2.66,3.7,41.0
VWR2027,Aug-2024,26-40,Female,West,Zee News/WION,Palki Sharma,Politics,Occasional,Fake,7.5,5.3,3,1,-0.3,6.8,58.0
VWR2028,Aug-2024,26-40,Male,South,NDTV,Ravish Kumar,Health,Weekly,Authentic,5.4,4.6,0,4,3.01,7.1,75.6
VWR2029,Jul-2022,18-25,Male,West,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,7.9,8.9,5,0,-3.31,4.1,39.7
VWR2030,Feb-2025,41-60,Male,North,News18,Amish Devgan,Health,Weekly,Misleading,6.8,6.8,2,1,-0.48,4.7,58.8
VWR2031,Aug-2024,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,7.7,9.6,8,1,-2.84,2.8,37.6
VWR2032,May-2022,26-40,Female,East,Times Now,Navika Kumar,Economy,Weekly,Authentic,7.6,7.3,0,5,4.52,6.9,87.9
VWR2033,Jun-2025,60+,Male,South,Times Now,Rahul Shivshankar,Politics,Daily,Fake,6.5,6.4,8,0,-3.14,4.9,26.5
VWR2034,Mar-2022,26-40,Female,East,NDTV,Ravish Kumar,Economy,Daily,Authentic,5.8,3.8,1,8,4.23,7.0,95.3
VWR2035,Aug-2023,26-40,Male,Central,News18,Amish Devgan,Health,Occasional,Fake,6.0,8.3,7,0,-5.0,2.8,42.2
VWR2036,May-2023,26-40,Male,Central,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.3,8.1,1,7,4.84,7.2,89.7
VWR2037,Apr-2023,18-25,Male,East,Republic TV,Arnab Goswami,Health,Occasional,Authentic,10.0,9.4,1,9,3.05,7.5,100.0
VWR2038,Nov-2022,60+,Male,West,Republic TV,Arnab Goswami,Crime,Daily,Fake,9.4,9.2,4,1,-2.27,3.3,38.4
VWR2039,Jan-2023,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Misleading,8.3,9.8,4,2,-1.0,4.1,71.6
VWR2040,Jun-2023,18-25,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,8.7,7.8,0,5,3.16,6.8,77.3
VWR2041,Feb-2023,26-40,Male,West,Zee News/WION,Palki Sharma,Economy,Weekly,Misleading,6.5,5.4,3,2,0.68,7.0,61.9
VWR2042,Oct-2024,41-60,Male,South,Times Now,Navika Kumar,Crime,Weekly,Misleading,7.4,5.7,2,3,0.93,6.6,67.9
VWR2043,Dec-2022,26-40,Female,South,Times Now,Navika Kumar,Politics,Occasional,Misleading,6.5,7.7,3,2,0.54,5.1,49.3
VWR2044,Oct-2023,41-60,Male,South,Republic TV,Arnab Goswami,Health,Daily,Fake,9.5,9.3,3,0,-1.43,3.5,57.2
VWR2045,Sep-2023,18-25,Female,East,Zee News/WION,Palki Sharma,Crime,Occasional,Fake,5.1,6.0,4,1,-0.85,5.6,59.4
VWR2046,Feb-2024,26-40,Male,North,News18,Amish Devgan,Politics,Daily,Misleading,6.7,7.9,4,2,-0.6,4.7,59.4
VWR2047,Jun-2025,41-60,Male,East,Republic TV,Arnab Goswami,Health,Occasional,Authentic,9.0,8.5,1,9,3.76,7.1,80.7
VWR2048,Mar-2025,18-25,Female,North,News18,Amish Devgan,Health,Daily,Fake,7.3,8.6,5,1,-2.52,3.4,38.6
VWR2049,Feb-2022,41-60,Male,North,Times Now,Navika Kumar,Politics,Occasional,Authentic,7.2,8.0,0,4,1.75,6.2,73.4
VWR2050,Apr-2023,18-25,Male,South,Republic TV,Arnab Goswami,Economy,Weekly,Fake,8.5,10.0,6,1,-3.23,3.8,54.7
VWR2051,Oct-2024,41-60,Female,North,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.0,6.6,1,3,2.34,6.0,72.3
VWR2052,Nov-2022,26-40,Female,Central,Times Now,Navika Kumar,Crime,Occasional,Misleading,7.3,6.6,2,3,1.75,6.1,51.5
VWR2053,Jul-2023,41-60,Male,North,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.2,9.6,1,6,2.51,5.8,98.5
VWR2054,Jun-2024,18-25,Male,North,NDTV,Ravish Kumar,Crime,Daily,Authentic,5.5,2.9,0,9,5.0,9.8,100.0
VWR2055,Jul-2022,18-25,Female,East,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,6.3,6.4,1,7,4.75,7.7,76.8
VWR2056,Mar-2024,18-25,Female,South,News18,Amish Devgan,Politics,Daily,Authentic,7.3,7.6,1,3,2.19,5.4,68.2
VWR2057,Oct-2023,18-25,Male,North,Times Now,Rahul Shivshankar,Health,Daily,Authentic,7.2,5.0,1,7,5.0,8.7,83.2
VWR2058,May-2023,26-40,Male,North,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.5,7.5,8,1,-3.41,2.7,40.7
VWR2059,Mar-2023,26-40,Male,Central,News18,Amish Devgan,Health,Occasional,Authentic,8.1,7.2,0,5,2.38,7.8,84.1
VWR2060,Sep-2022,26-40,Male,East,Times Now,Navika Kumar,Crime,Daily,Authentic,6.5,6.7,0,3,3.31,6.8,70.0
VWR2061,Dec-2022,41-60,Male,South,Republic TV,Arnab Goswami,Economy,Weekly,Authentic,8.3,9.2,1,7,3.24,7.0,96.0
VWR2062,Aug-2022,41-60,Male,South,Times Now,Navika Kumar,Crime,Weekly,Misleading,7.6,7.4,3,3,0.08,4.4,77.5
VWR2063,Feb-2022,41-60,Male,North,Zee News/WION,Palki Sharma,Politics,Occasional,Authentic,6.2,5.9,0,9,5.0,8.6,96.1
VWR2064,Dec-2025,26-40,Male,South,Times Now,Rahul Shivshankar,Politics,Occasional,Fake,7.3,7.4,5,1,-1.84,5.5,43.9
VWR2065,Apr-2023,26-40,Female,East,Republic TV,Arnab Goswami,Economy,Weekly,Authentic,8.8,9.2,1,7,3.81,6.5,98.3
VWR2066,Mar-2022,26-40,Male,Central,Zee News/WION,Palki Sharma,Health,Weekly,Authentic,6.4,5.0,0,9,5.0,9.0,78.9
VWR2067,Dec-2025,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,9.5,8.8,7,0,-3.29,2.4,29.8
VWR2068,Jul-2024,18-25,Male,West,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,9.1,8.2,0,6,2.21,5.9,93.8
VWR2069,Jul-2025,18-25,Female,North,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.6,10.0,4,1,-1.99,4.0,63.6
VWR2070,Feb-2024,41-60,Female,North,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Fake,8.0,9.2,7,0,-1.98,2.6,34.4
VWR2071,May-2025,18-25,Female,North,Zee News/WION,Palki Sharma,Economy,Weekly,Misleading,5.9,6.2,2,3,2.91,5.8,85.7
VWR2072,Oct-2025,60+,Male,North,Times Now,Navika Kumar,Economy,Daily,Misleading,5.8,7.8,1,1,2.91,5.4,44.9
VWR2073,Feb-2022,41-60,Female,Central,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Authentic,8.3,8.3,0,6,3.86,7.4,94.8
VWR2074,Jun-2024,18-25,Male,South,NDTV,Ravish Kumar,Economy,Weekly,Authentic,6.3,4.2,1,5,2.49,8.1,79.2
VWR2075,Jan-2023,18-25,Male,North,NDTV,Ravish Kumar,Politics,Weekly,Misleading,6.1,2.7,4,2,1.73,6.7,52.1
VWR2076,Jan-2025,26-40,Female,Central,NDTV,Ravish Kumar,Health,Weekly,Misleading,5.7,4.1,3,1,0.27,6.7,63.5
VWR2077,Feb-2023,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,8.7,8.4,1,5,1.97,7.0,75.4
VWR2078,Jan-2022,26-40,Female,West,Times Now,Rahul Shivshankar,Economy,Daily,Authentic,7.2,6.4,1,7,4.09,7.5,76.8
VWR2079,Aug-2024,41-60,Female,Central,NDTV,Ravish Kumar,Crime,Occasional,Authentic,5.9,3.7,1,8,5.0,10.0,89.9
VWR2080,Jun-2022,26-40,Female,North,Zee News/WION,Palki Sharma,Politics,Weekly,Fake,6.9,2.9,8,1,-2.11,4.5,36.1
VWR2081,Oct-2023,26-40,Male,West,Republic TV,Arnab Goswami,Crime,Daily,Fake,8.4,8.1,6,1,-1.96,2.9,38.3
VWR2082,Nov-2022,18-25,Male,West,Republic TV,Arnab Goswami,Health,Daily,Authentic,9.3,9.4,0,9,3.44,8.4,91.9
VWR2083,Nov-2023,41-60,Male,West,Times Now,Rahul Shivshankar,Politics,Occasional,Misleading,8.0,7.3,2,3,1.38,5.4,64.2
VWR2084,Feb-2023,18-25,Female,West,NDTV,Ravish Kumar,Politics,Occasional,Misleading,5.6,3.2,1,3,3.19,5.7,58.5
VWR2085,Feb-2023,41-60,Male,South,Times Now,Navika Kumar,Crime,Daily,Fake,7.6,5.5,9,1,-3.17,3.9,19.0
VWR2086,Aug-2023,26-40,Female,West,Times Now,Navika Kumar,Politics,Daily,Authentic,8.6,6.1,0,3,2.62,7.6,83.0
VWR2087,Jul-2022,26-40,Male,North,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.1,9.8,6,1,-2.13,3.2,33.1
VWR2088,Jul-2023,41-60,Male,South,News18,Amish Devgan,Politics,Daily,Fake,7.2,8.0,9,0,-4.89,1.7,28.9
VWR2089,Feb-2024,41-60,Male,North,Zee News/WION,Palki Sharma,Economy,Weekly,Misleading,6.1,5.0,3,1,-1.52,5.6,41.5
VWR2090,Oct-2023,26-40,Male,Central,Times Now,Rahul Shivshankar,Health,Weekly,Authentic,7.6,8.1,1,6,2.95,6.6,94.0
VWR2091,Jun-2022,18-25,Female,South,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,6.7,5.3,0,4,3.06,7.1,76.8
VWR2092,Jan-2023,41-60,Male,East,NDTV,Ravish Kumar,Health,Weekly,Fake,5.9,2.9,6,1,-0.47,5.3,53.4
VWR2093,Oct-2022,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Health,Daily,Fake,8.2,8.6,4,0,0.5,3.5,65.9
VWR2094,Jul-2023,18-25,Male,Central,Times Now,Navika Kumar,Politics,Daily,Authentic,7.3,5.7,0,8,5.0,8.9,82.7
VWR2095,Jul-2024,60+,Male,South,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,9.4,8.7,5,1,-3.19,3.6,43.1
VWR2096,Oct-2022,18-25,Male,West,Zee News/WION,Palki Sharma,Crime,Daily,Fake,6.7,5.9,3,1,2.14,5.6,63.5
VWR2097,Jan-2025,18-25,Male,West,Times Now,Navika Kumar,Crime,Daily,Fake,7.7,7.3,5,1,-0.73,4.6,43.4
VWR2098,Jan-2023,18-25,Female,South,News18,Amish Devgan,Health,Weekly,Authentic,6.9,8.6,1,4,1.82,5.5,77.3
VWR2099,May-2023,41-60,Male,South,Zee News/WION,Palki Sharma,Crime,Weekly,Misleading,6.9,4.8,1,2,3.07,6.1,68.8
VWR2100,May-2022,41-60,Male,West,Times Now,Rahul Shivshankar,Politics,Weekly,Misleading,7.6,8.3,1,2,-0.85,5.5,49.3
VWR2101,Sep-2023,26-40,Female,Central,NDTV,Ravish Kumar,Economy,Weekly,Misleading,5.3,3.3,1,3,2.2,6.3,79.0
VWR2102,Mar-2025,26-40,Male,West,Times Now,Navika Kumar,Politics,Weekly,Misleading,7.4,8.0,1,3,1.86,7.2,70.4
VWR2103,Aug-2023,26-40,Male,North,Republic TV,Arnab Goswami,Health,Weekly,Misleading,8.7,9.5,1,1,0.55,4.3,54.9
VWR2104,Jul-2022,41-60,Female,Central,News18,Amish Devgan,Politics,Daily,Authentic,6.7,8.1,1,6,4.24,6.4,94.4
VWR2105,Mar-2023,18-25,Male,South,Zee News/WION,Palki Sharma,Politics,Occasional,Authentic,6.6,6.2,0,3,3.55,7.2,69.9
VWR2106,Mar-2023,60+,Female,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.8,8.6,6,0,-1.97,3.4,34.9
VWR2107,Nov-2023,18-25,Male,West,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,5.9,5.2,4,3,0.39,5.8,45.1
VWR2108,Sep-2024,60+,Female,North,NDTV,Ravish Kumar,Crime,Daily,Fake,6.3,4.5,9,0,-2.58,3.2,33.8
VWR2109,Aug-2025,18-25,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Fake,9.0,8.7,9,0,-4.67,2.8,29.3
VWR2110,Feb-2022,41-60,Male,East,NDTV,Ravish Kumar,Crime,Occasional,Misleading,5.4,2.4,2,3,2.89,7.2,53.6
VWR2111,Aug-2024,18-25,Male,Central,Republic TV,Arnab Goswami,Health,Weekly,Fake,8.4,10.0,3,0,-1.73,5.2,55.0
VWR2112,Mar-2023,18-25,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,8.6,8.4,1,3,1.86,5.6,78.1
VWR2113,Jul-2022,41-60,Male,South,Aaj Tak,Anjana Om Kashyap,Economy,Weekly,Authentic,8.5,8.9,0,5,1.81,4.8,86.2
VWR2114,Sep-2022,41-60,Female,West,NDTV,Ravish Kumar,Politics,Occasional,Authentic,5.9,4.4,1,7,5.0,9.0,96.1
VWR2115,Apr-2024,26-40,Female,North,News18,Amish Devgan,Politics,Weekly,Authentic,6.8,7.0,1,5,2.44,6.1,73.7
VWR2116,Oct-2023,41-60,Male,North,Republic TV,Arnab Goswami,Health,Occasional,Misleading,8.2,8.7,4,2,-1.64,4.6,70.1
VWR2117,Mar-2022,26-40,Female,Central,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.3,7.4,7,1,-3.15,4.9,40.5
VWR2118,Jun-2025,41-60,Male,South,News18,Amish Devgan,Crime,Daily,Authentic,6.8,6.1,1,6,3.18,7.2,88.4
VWR2119,Feb-2022,26-40,Female,Central,Republic TV,Arnab Goswami,Politics,Occasional,Misleading,9.5,9.3,2,2,-0.29,4.7,74.2
VWR2120,Oct-2023,26-40,Female,North,NDTV,Ravish Kumar,Health,Daily,Authentic,5.5,3.7,0,5,4.59,8.9,100.0
VWR2121,Jan-2024,26-40,Female,South,Zee News/WION,Palki Sharma,Crime,Occasional,Fake,7.3,4.8,5,1,-0.98,6.4,39.9
VWR2122,Jan-2024,26-40,Male,West,Times Now,Navika Kumar,Politics,Weekly,Fake,6.2,5.6,8,1,-1.82,4.2,30.6
VWR2123,Aug-2024,60+,Female,East,NDTV,Ravish Kumar,Politics,Occasional,Fake,6.5,4.8,3,1,0.11,7.3,58.0
VWR2124,Aug-2025,18-25,Male,East,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.4,7.3,8,1,-2.34,2.5,33.5
VWR2125,Jul-2022,18-25,Female,East,NDTV,Ravish Kumar,Crime,Weekly,Authentic,6.2,4.6,0,8,5.0,8.2,86.6
VWR2126,Jul-2024,26-40,Male,West,News18,Amish Devgan,Politics,Daily,Fake,7.0,7.3,4,0,-1.37,4.1,36.8
VWR2127,Jan-2025,41-60,Male,North,News18,Amish Devgan,Politics,Weekly,Misleading,7.6,6.8,4,2,-0.99,6.0,57.0
VWR2128,Apr-2022,18-25,Female,South,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.0,9.7,7,0,-3.24,3.0,43.4
VWR2129,Sep-2024,26-40,Female,North,NDTV,Ravish Kumar,Crime,Occasional,Authentic,5.3,3.3,1,8,5.0,8.5,91.8
VWR2130,Mar-2023,60+,Male,East,Times Now,Rahul Shivshankar,Health,Weekly,Authentic,8.2,6.3,1,6,2.84,6.6,69.0
VWR2131,Sep-2022,18-25,Female,North,Republic TV,Arnab Goswami,Crime,Daily,Misleading,9.1,10.0,1,3,1.29,4.1,58.7
VWR2132,Jun-2022,41-60,Male,South,Republic TV,Arnab Goswami,Crime,Occasional,Authentic,9.3,9.0,1,3,1.06,5.9,72.0
VWR2133,Oct-2025,41-60,Female,South,Times Now,Navika Kumar,Economy,Daily,Authentic,7.8,5.3,0,5,5.0,7.4,80.6
VWR2134,Jul-2024,26-40,Female,North,Times Now,Navika Kumar,Crime,Daily,Misleading,6.7,7.9,2,3,1.42,6.3,65.0
VWR2135,Oct-2024,60+,Male,North,News18,Amish Devgan,Crime,Daily,Fake,7.3,7.1,6,1,-1.7,3.3,42.3
VWR2136,Aug-2025,41-60,Female,West,NDTV,Ravish Kumar,Politics,Occasional,Fake,5.5,3.0,7,0,-2.34,5.5,33.0
VWR2137,Feb-2025,26-40,Male,South,Republic TV,Arnab Goswami,Crime,Daily,Authentic,9.1,8.1,1,6,3.74,6.7,83.2
VWR2138,Jan-2023,26-40,Male,West,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,6.5,6.4,1,3,2.02,6.0,80.3
VWR2139,Dec-2024,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Fake,7.9,7.8,9,0,-4.06,2.6,21.5
VWR2140,Aug-2024,26-40,Female,North,Zee News/WION,Palki Sharma,Economy,Weekly,Authentic,6.1,5.0,1,3,2.24,7.0,75.1
VWR2141,Oct-2023,41-60,Female,East,Zee News/WION,Palki Sharma,Economy,Daily,Authentic,7.2,5.7,1,6,2.63,7.5,82.7
VWR2142,Dec-2025,26-40,Female,North,Times Now,Navika Kumar,Health,Weekly,Misleading,7.6,7.1,3,1,1.08,4.4,42.2
VWR2143,May-2024,26-40,Female,West,News18,Amish Devgan,Crime,Occasional,Fake,7.0,7.5,9,0,-3.21,3.5,23.8
VWR2144,Nov-2022,18-25,Male,Central,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.8,7.4,9,0,-3.92,4.0,29.1
VWR2145,Jun-2022,18-25,Other,East,Times Now,Navika Kumar,Politics,Weekly,Authentic,7.1,6.2,0,3,2.53,6.6,92.8
VWR2146,May-2022,18-25,Male,West,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,7.2,5.2,0,5,3.0,8.1,76.7
VWR2147,Jan-2022,41-60,Female,North,Times Now,Rahul Shivshankar,Health,Weekly,Authentic,7.4,6.6,1,9,3.5,8.0,87.6
VWR2148,Mar-2025,41-60,Female,South,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.6,7.4,1,4,1.57,8.0,78.3
VWR2149,Oct-2022,41-60,Female,West,Times Now,Navika Kumar,Economy,Weekly,Authentic,7.8,7.3,0,5,4.2,7.0,81.6
VWR2150,Oct-2022,41-60,Male,North,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,6.1,5.8,3,2,0.28,6.3,49.9
VWR2151,Dec-2023,41-60,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Misleading,9.5,7.8,1,2,2.16,6.4,54.1
VWR2152,Jul-2022,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,7.9,10.0,4,0,-1.72,3.1,34.1
VWR2153,Oct-2023,41-60,Female,West,News18,Amish Devgan,Crime,Daily,Misleading,7.8,8.1,1,2,0.54,6.0,74.8
VWR2154,Sep-2023,26-40,Male,South,Zee News/WION,Palki Sharma,Economy,Daily,Fake,6.3,5.0,3,0,-0.74,6.1,44.8
VWR2155,Oct-2023,60+,Female,Central,Republic TV,Arnab Goswami,Economy,Weekly,Authentic,9.1,10.0,0,9,4.75,7.5,100.0
VWR2156,Sep-2024,41-60,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,7.8,10.0,1,4,0.45,6.0,70.8
VWR2157,Aug-2025,26-40,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Misleading,9.0,8.3,2,2,0.03,4.7,70.2
VWR2158,Jan-2024,26-40,Female,West,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.0,7.0,1,4,1.99,8.0,65.7
VWR2159,Jul-2024,26-40,Male,North,Times Now,Rahul Shivshankar,Health,Weekly,Authentic,7.2,5.3,1,3,2.9,5.1,73.0
VWR2160,Apr-2023,18-25,Male,East,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,6.4,5.2,2,1,1.04,5.4,71.8
VWR2161,Mar-2023,26-40,Male,North,News18,Amish Devgan,Health,Weekly,Authentic,7.5,7.8,0,7,4.24,6.4,86.7
VWR2162,May-2024,26-40,Male,North,News18,Amish Devgan,Crime,Daily,Authentic,7.1,7.5,0,6,4.07,8.4,77.3
VWR2163,Jul-2023,18-25,Female,North,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.7,6.7,4,1,0.24,4.9,49.5
VWR2164,May-2023,60+,Male,Central,Zee News/WION,Palki Sharma,Health,Weekly,Fake,6.0,3.4,9,1,-2.64,4.2,30.8
VWR2165,Feb-2024,41-60,Male,East,Times Now,Navika Kumar,Crime,Occasional,Misleading,6.8,7.1,3,3,-0.05,5.2,55.6
